filename,text,sentiment,extreme,has_keyword
2025-04-21_12-27-41_1k4hnai.jpg,Donald J. Tr President & First Lady Trump Open White House Easter Egg Roll: “We're Bringing Religion Back’ =H Te WHITE HOUSE,0.0,False,False
2025-04-20_08-41-52_1k3lp0u.jpg,"Donald J. Trump @ @realDonaldTrump Melania and | would like to wish everyone a very Happy Easter! Whether you are heading out to Church or, watching Service from home, may this day be full of Peace and Joy for all who celebrate the Resurrection of Jesus Christ. HE IS RISENI! 148 ReTruths 604 Likes Apr 20, 2025, 8:40 AM Q 3 9 i)",0.9738,True,False
2025-04-20_15-59-16_1k3v3m6.jpg,"Donald J. Trump @ @realDonaldTrump HAPPY EASTER. WE WILL, MAKE AMERICA GREAT AGAIN! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES. 164 .ReTruths 638 Likes Apr 20, 2025, 3:57 PM Q 3 9 i)",0.9508,True,False
2025-04-21_17-12-11_1k4ot1w.jpg,"Donald J. Trump @ @realDonaldTrump I'm doing what | was elected to do, remove criminals from our Country, but the Courts don’t seem to want me to do that. My team is fantastic, doing an incredible job, however, they are being stymied at every turn by even the U.S. Supreme Court, which | have such great respect for, but which seemingly doesn’t want me to send violent criminals and terrorists back to Venezuela, or any other Country, for that matter — People that came here illegally! The Courts are intimidated by the Radical Left who are, “playing the Ref.” Great Supreme Court Justice Samuel Alito correctly wants to dissolve the pause on deportations. He is right on this! If we don’t get these criminals out of our Country, we are not going to have a Country any longer. We cannot give everyone a trial, because to do so would take, without exaggeration, 200 years. We would need hundreds of thousands of trials for the hundreds of thousands of Illegals we are sending out of the Country. Such a thing is not possible to do. What a ridiculous situation we are in. MAKE AMERICA GREAT AGAIN! 335 ReTruths 958 Likes Apr 21, 2025, 5:08 PM Q 3 9 i)",0.9665,True,False
2025-04-19_19-37-12_1k39ff5.jpg,"Donald J. Trump @ @realDonaldTrump RANKED-CHOICE VOTING IS ONE OF THE GREATEST THREATS TO DEMOCRACY. It is a total, and very fraudulent, JOKE! thehill.com/opinion/campaign/5... 3ReTruths 12 Likes Apr 19, 2025, 7:36 PM Q 3 9 i)",0.6055,False,False
2025-04-21_16-16-09_1k4nfs9.jpg,"a) Donald J. Trump @ @realDonaldTrump | agree with the people in Massapequa, Long Island, who are fighting furiously to keep the Massapequa Chiefs logo on their Teams and School. Forcing them to change the name, after all of these years, is ridiculous and, in actuality, an affront to our great Indian population. The School Board, and virtually everyone in the area, are demanding the name be kept. It has become the School's identity and, what could be wrong with using the name, “Chief”? | don’t see the Kansas City Chiefs changing their name anytime soon! By copy of this TRUTH, | am asking my highly capable Secretary of Education, Linda McMahon, to fight for the people of Massapequa on this very important issue. LONG LIVE THE MASSAPEQUA CHIEFS! nypost.com/2025/04/07/us-news/... } @ nypost.com | Exclusive | Long Island town begs Trump to help fight state's Native American logo ban: ‘Where does it end?’ “Everything is being named for the people who were here before,” local school-board President Kerry Wachter said of the district’s name and logo that shows a non- cartoonish Native. 57 ReTruths 177 Likes Apr 21, 2025, 4:14 PM Q i) v 8",0.3338,False,False
2025-04-21_18-46-02_1k4qzr9.jpg,"Donald J. Trump ) @realDonaldTrump This is the man, Kilmar Abrego Garcia, that the Courts are trying to save from being deported? He was supposed to be, according to the Judge and the Democrats, a wonderful father from Maryland, but then they noticed he had “MS-13” tattooed onto his knuckles (and lots of really bad stories about his past!). This is the gang that is, perhaps, the worst of them all. What is wrong with our Country? J 123 ReTruths 401 Likes Apr 21, 2025, 6:44 PM Q uv ie) i)",-0.8883,True,False
2025-04-20_16-17-20_1k3vhkc.jpg,"Donald J. Trump @ @realDonaldTrump HOPEFULLY RUSSIA AMD UKRAINE WILL MAKE A DEAL THIS WEEK. BOTH WILL THEN START TO DO BIG BUSINESS WITH THE UNITED STATES OF AMERICA, WHICH IS THRIVING, AND MAKE A FORTUNE! 8B ReTruths 368 Likes Apr 20, 2025, 4:15 PM Q i) uv ie)",0.8767,True,False
2025-04-21_21-30-59_1k4ufpo.jpg,00:47,0.0,False,False
2025-04-21_17-20-55_1k4p0ok.jpg,"Donald J. Trump @ @realDonaldTrump Steve Daines is a Great Man, and TREMENDOUS Senator, representing the Fantastic People of Montana. | love Montana, won every one of my Races there by a landslide, and would only recommend the best to represent you in the Senate! As Chairman of the National Republican Senatorial Committee (NRSC), Steve worked tirelessly with me in the last Election to help elect smart, tough, and sincere America First Patriots. In the Senate, Steve is fighting hard to Grow the Economy, Cut Taxes, Secure the Border, Stop Migrant Crime, Support our Military/Vets, Unleash American Energy Dominance, Restore PEACE THROUGH STRENGTH, and Defend our always under siege Second Amendment. Senator Steve Daines, of the Great State of Montana, has my Complete and Total Endorsement — HE WILL NOT LET YOU DOWN! 97 ReTruths 331 Likes Apr 21, 2025, 5:18 PM Q i) uv ie)",0.9934,True,True
2025-04-20_17-11-19_1k3wmzi.jpg,"Donald J. Trump @ @realDonaldTrump foxnews.com/opinion/scotus-mus... @ www.foxnews.com SCOTUS must stop leftist judge's lawless sabotage of Trump agenda Article Ill Project founder Mike Davis writes that only the U.S. Supreme Court can stop district judges like James Boasberg from undermining President Trump's agenda 20 ReTruths 61 Likes ‘Apr 20, 2025, 5:09 PM Q i) uv ie)",-0.4939,False,False
2025-04-21_12-35-01_1k4htxc.jpg,"Donald J. Trump @realDonaldTrump 281ReTruths 1.07k Likes Apr 21, 2025, 12:27 PM Q i) uv ie)",0.4215,False,False
2025-04-21_22-44-42_1k4vvot.jpg,"Donald J. Trump @ @realDonaldTrump | have agreed to do the Commencement Address at two really GREAT places, the University of Alabama and, WEST POINT. Stay tuned for times and dates!!! DJT 6ReTruths 22 Likes Apr 21, 2025, 10:43 PM Q 3 9 i)",0.8979,True,False
2025-04-22_11-11-14_1k58pxg.jpg,"Donald J. Trump @ @realDonaldTrump I've just spoken to Prime Minister of Israel, Bibi Netanyahu, relative to numerous subjects including Trade, Iran, etc. The call went very well—We are on the same side of every issue. 14 ReTruths 76 Likes Apr 22, 2025, 11:10 AM Q 3 9 i)",0.4215,False,False
2025-04-21_19-52-52_1k4sg7p.jpg,"Donald J. Trump @realDonaldTrump youtu.be/iZbNjgRt7SQ @ www.youtube.com President Trump and The First Lady Participate in the 2025 White House Easter Egg Roll The White House 169 ReTruths 638 Likes Apr 21, 2025, 7:47 PM Q 3 9 i)",0.4215,False,False
2025-04-19_20-10-17_1k3a2bf.jpg,"Donald J. Trump @ @realDonaldTrump TRUMP’S BEST POLL NUMBERS, EVER. THANK YOU! 106 ReTruths 462 Likes Apr 19, 2025, 8:08 PM Q 3 9 i)",0.9054,True,False
2025-04-20_17-24-24_1k3wx3i.jpg,"Donald J. Trump @ @realDonaldTrump “Grassley Challenges Senate Democrats’ Promotion of Unchecked Judicial Power, Vows to Take Legislative Action” judiciary.senate.gov/press/rep... @ wwwijudiciary.senate.gov Grassley Challenges Senate Democrats’ Promotion of Unchecked = y Judicial Power, Vows to Take D | () LA x Legislative Action | United States... - WASHINGTON - Senate Judiciary Committee Chairman Chuck Grassley (R- lowa) today challenged Democrats’ 280 ReTruths 908 Likes Apr 20, 2025, 5:10 PM Q 3 9 i)",0.7003,True,False
2025-04-20_17-32-19_1k3x32i.jpg,"Donald J. Trump @ @realDonaldTrump Radical Lunatic Democrats and their Comrades in the Fake News Media are falsely making Kilmar Armando Abrego Garcia out to be a very sweet and innocent person, which is a total, blatant, and dangerous LIE. Garcia has been found by two separate Courts to be a member of the violent, killer gang MS-13, was in our Country illegally, and is under a Deportation Order. It is despicable and unAmerican for Liberals and the Mainstream Media to hate our Country so much, and be obsessed with protecting criminals, instead of working to keep our Border, streets, and families safe. Those lying to the American People on behalf of violent criminals have to be held responsible by the Agencies and the Courts. MAKE AMERICA GREAT AGAIN! 603 ReTruths 2.08k Likes Apr 20, 2025, 5:12 PM Q 3 9 i)",-0.966,True,False
2025-04-20_09-58-11_1k3n4ti.jpg,"Donald J. Trump @ @realDonaldTrump We are, together, going to make America bigger, better, stronger, wealthier, healthier, and more religious, than it has ever been before!!! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA!!! 22 ReTruths 97 Likes Apr 20, 2025, 9:57 AM Q i) uv ie)",0.9451,True,False
2025-04-21_11-30-14_1k4gegu.jpg,"Donald J. Trump @ @realDonaldTrump As a mark of respect for the memory of His Holiness Pope Francis, by the authority vested in me as President of the United States by the Constitution and the laws of the United States of America, | hereby order that the flag of the United States shall be flown at half-staff at the White House and upon all public buildings and grounds, at all military posts and naval stations, and on all naval vessels of the Federal Government in the District of Columbia and throughout the United States and its Territories and possessions until sunset, on the day of interment. | also direct that the flag shall be flown at half-staff for the same length of time at all United States embassies, legations, consular offices, and other facilities abroad, including all military facilities and naval vessels and stations. 141 ReTruths 634 Likes Apr 21, 2025, 11:27 AM Q i) uv ie)",0.9628,True,False
2025-04-20_16-45-51_1k3w3h3.jpg,"Donald J. Trump ) @realDonaldTrump youtu.be/yShWIxS1ECg @ www.youtube.com ‘Karma’ coming for NY AG after years-long mission against Trump: Rob Schmitt Tonight As the DOJ is turning its attention to Letitia James, Rob Schmitt breaks apart the NY AG's comments as she doubles down and tries to deflect media attention 169 ReTruths 509 Likes Apr 20, 2025, 4:41 PM Q v 8 D",-0.6597,False,False
2025-04-22_11-24-01_1k5916f.jpg,"Donald J. Trump @ @realDonaldTrump MAINE WIRE <i amr 21 ReTruths 71 Likes Q 3 Apr 22, 2025, 11:22 AM iv) i)",0.4215,False,False
2025-04-20_17-13-57_1k3wp0u.jpg,"Donald J. Trump @ @realDonaldTrump justthenews.com/accountability... @ justthenews.com Judge who blocked Trump deportations took junket to event with anti-Trump speakers, sponsor For better or worse, judges are often themselves judged by the company they keep 92 ReTruths 252 Likes Apr 20, 2025, 5:09 PM Q i) uv ie)",0.128,False,False
2025-04-20_17-16-35_1k3wr4t.jpg,"Donald J. Trump @ @realDonaldTrump westernjournal.com/250-years-a... @ www.westernjournal.com 250 Years Ago Alexander Hamilton Told Us How to Handle These Anti- Trump Judges Those supporting judges like Boasberg should try looking into some Hamilton that isn't ""My Shot"" - in particular, ""The Federalist Papers."" 148 ReTruths 409 Likes Apr 20, 2025, 5:09 PM Q 3 9 i)",0.7096,True,False
2025-04-20_17-37-36_1k3x70b.jpg,"Donald J. Trump @ @realDonaldTrump NON-TARIFF CHEATING: 1. Currency Manipulation 2. VATs which act as tariffs and export subsidies 3. Dumping Below Cost 4. Export Subsidies and Other Govt. Subsidies 5. Protective Agricultural Standards (e.g., no genetically engineered corn in EU) 6. Protective Technical Standards (Japan’s bowling ball test) 7. Counterfeiting, Piracy, and IP Theft (Over $1 trillion a year) 8. Transshipping to EVADE Tariffs!!! 805 ReTruths 2.7k Likes Apr 20, 2025, 5:13 PM Q 3 9 i)",-0.8446,True,True
2025-04-21_19-50-13_1k4se7k.jpg,Donald J. Trump ealDonaldTrump,0.0,False,False
2025-04-21_08-01-54_1k4bsib.jpg,"Donald J. Trump @ @realDonaldTrump Rest in Peace Pope Francis! May God Bless him and all who loved him! 94 .ReTruths 396 Likes Apr 21, 2025, 7:59 AM Q i) uv ie)",0.9401,True,False
2025-04-20_17-27-03_1k3wz50.jpg,"Donald J. Trump alDonaldTrump ""A Gift from China"" in the Pacific Ocean! 499 ReTruths 1.14k Likes",0.7177,True,False
2025-04-21_15-59-17_1k4n0qr.jpg,"Donald J. Trump @ @realDonaldTrump Melania and | will be going to the funeral of Pope Francis, in Rome. We look forward to being there! 23 ReTruths 138 Likes Apr 21, 2025, 3:58 PM Q 3 9 i)",0.1511,False,False
2025-04-20_10-37-21_1k3ny4h.jpg,Donald J. Trump 53 EXPERTS WARN CHINA POISED TO INTERFERE IN TRUMP TARIFF DEAL WITH EU FO a A 57 Retruths 174,0.1531,False,True
2025-04-19_18-21-28_1k37x1d.jpg,"Donald J. Trump @ @realDonaldTrump | look forward to having Easter service early tomorrow morning at the White House! 147 ReTruths 678 Likes Apr 19, 2025, 6:18 PM Q i) uv ie)",0.4753,False,False
2025-04-21_17-09-33_1k4oqsk.jpg,"Donald J. Trump @ @realDonaldTrump The Radical Left is only good at “playing the Ref,” they are always threatening our Judges. This is Judicial Intimidation, and should be AGAINST THE LAW! 53 ReTruths 159 Likes Apr 21, 2025, 5:07 PM Q i) uv ie)",-0.2003,False,False
2025-04-20_16-12-39_1k3vdyr.jpg,"Donald J. Trump @ @realDonaldTrump THE GOLDEN RULE OF NEGOTIATING AND SUCCESS: HE WHO. HAS THE GOLD MAKES THE RULES. THANK YOU! 162 ReTruths 718 Likes Apr 20, 2025, 4:09 PM Q 3 9 i)",0.8947,True,False
2025-04-20_16-43-12_1k3w1gz.jpg,"Donald J. Trump realDonaldTrump youtu.be/meMCASUVwzl www.youtube.com Letitia James challenger: We're seeing a pattern of fraud over the years | Sunday Report On ""Sunday Report,"" Michael Henry exposed New York Attorney General Letitia James over mort: an independent n. jage fraud accusations against her 74 ReTruths 227 Likes Apr 20, 2025, 4:40 PM Q i) v ie)",-0.7845,True,False
2025-04-20_16-28-06_1k3vpuj.jpg,"Donald J. Trump @ @realDonaldTrump Tomorrow morning is the BIG Easter Egg Hunt at the White House. 40,000 people expected. I'll be there! Gates open at 6:30 A.M., close at 5:30 P.M. ALL FUNDS, EVERY DIME, GO DIRECTLY TO THE WHITE HOUSE HISTORICAL ASSOCIATION. SEE YOU TOMORROW!!! DONALD J. TRUMP, PRESIDENT. 119 ReTruths 459 Likes Apr 20, 2025, 4:25 PM Q 3 9 i)",0.6083,False,False
2025-04-20_21-54-12_1k42al6.jpg,"Donald J Trump ReTruthed Donald J. Trump ) alDonaldTrump « Sh youtu.be/yShWIxS1ECg @ www.youtube.com ‘Karma’ coming for NY AG after years-long mission against Trump: Rob Schmitt Tonight As the DOJ is turning its attention to Letitia James, Rob Schmitt breaks apart the NY AG's comments as she doubles down and tries to deflect media attention Q 424 SB 2.06% © 767% Q",-0.802,True,False
2025-04-20_08-48-34_1k3lt9u.jpg,"Donald J. Trump @ @realDonaldTrump Happy Easter to all, including the Radical Left Lunatics who are fighting and scheming so hard to bring Murderers, Drug Lords, Dangerous Prisoners, the Mentally Insane, and well known MS-13 Gang Members and Wife Beaters, back into our Country. Happy Easter also to the WEAK and INEFFECTIVE Judges and Law Enforcement Officials who are allowing this sinister attack on our Nation to continue, an attack so violent that it will never be forgotten! Sleepy Joe Biden purposefully allowed Millions of CRIMINALS to enter our Country, totally unvetted and unchecked, through an Open Borders Policy that will go down in history as the single most calamitous act ever perpetrated upon America. He was, by far, our WORST and most Incompetent President, a man who had absolutely no idea what he was doing -- But to him, and to the person that ran and manipulated the Auto Pen (perhaps our REAL President!), and to all of the people who CHEATED in the 2020 Presidential Election in order to get this highly destructive Moron Elected, | wish you, with great love, sincerity, and affection, a very Happy Easter!!! 67 ReTruths 261 Likes Apr 20, 2025, 8:46 AM Q i) uv ie)",-0.9382,True,False
2025-04-21_19-45-32_1k4san6.jpg,"Donald J. Trump J @realDonaldTrump 14 ReTruths 46 Likes Apr 21, 2025, 7:44 PM",0.4215,False,False
2025-04-20_15-54-35_1k3v03h.jpg,"Donald J. Trump @ @realDonaldTrump “The World will not be destroyed by those who do evil, but rather by those who watch them without doing anything to stop them.” 43 ReTruths 165 Likes Apr 20, 2025, 3:53 PM Q 3 9 i)",0.0036,False,False
2025-04-22_13-04-07_1k5bj2u.jpg,"Donald J. Trump @ @realDonaldTrump Deeply disturbing news out of Kashmir. The United States stands strong with India against Terrorism. We pray for the souls of those lost, and for the recovery of the injured. Prime Minister Modi, and the incredible people of India, have our full support and deepest sympathies. Our hearts are with you all! 153 ReTruths 574 Likes Apr 22, 2025, 1:01 PM Q 3 9 i)",0.6484,False,False
2025-04-21_12-30-20_1k4hppw.jpg,"Donald J. Trump ) @realDonaldTrump 226 ReTruths 782 Likes Apr 21, 2025, 12:26 PM i) Q v 8",0.4215,False,False
2025-04-22_08-48-28_1k55gah.jpg,"Donald J. Trump @ @realDonaldTrump A great new book by Dana Perino, a FoxNews Star and very good person, is called, “Il Wish Someone Had Told Me...” The title says it all. Much to be learned about life and success. Get it NOW!!! 74.ReTruths 329 Likes Apr 22, 2025, 8:46 AM Q 3 9 i)",0.9543,True,False
2025-04-21_12-37-40_1k4hwcq.jpg,"€ Donald J. Trump @ @realDonaldTrump —— 363 ReTruths 1.44k Likes Apr 21, 2025, 12:28 PM Q i) uv ie)",0.4215,False,False
2025-04-20_16-07-59_1k3vae9.jpg,"Donald J. Trump @ @realDonaldTrump THE BUSINESSMEN WHO CRITICIZE TARIFFS ARE BAD AT BUSINESS, BUT REALLY BAD AT POLITICS. THEY DON'T UNDERSTAND OR REALIZE THAT | AM THE GREATEST FRIEND THAT AMERICAN CAPITALISM HAS EVER HAD! 181 ReTruths 685 Likes Apr 20, 2025, 4:05 PM Q 3 9 i)",0.7286,True,True
2025-04-20_17-19-44_1k3wtlm.jpg,"Donald J Trump ReTruthed = Mike Davis = @ @mrddmia - Mar 25 a Senate Judiciary Chairman Chuck Grassley is drafting crucial legislation to rein in activist judges sabotaging the presidency: “The President of the United States shouldn't have to ask permission from more than 600 different district judges to manage the executive branch he ‘as elected to lead... The practice of sweeping nationwide injunctions, ‘Show More @ wwwiudiciary.senate.gov Grassley Challenges Senate Democrats’ Promotion of Unchecked Judicial Power, Vows to Take Legislative Action | United States... WASHINGTON - Senate Judiciary Committee Chairman Chuck Grassley (R- lowa) today challenged Democrats’. © 168K a we",0.6705,False,False
2025-04-21_18-24-30_1k4qigz.jpg,"Donald J. Trump @ @realDonaldTrump | like Karrin Taylor Robson of Arizona a lot, and when she asked me to Endorse her, with nobody else running, | Endorsed her, and was happy to do so. When Andy Biggs decided to run for Governor, quite unexpectedly, | had a problem — Two fantastic candidates, two terrific people, two wonderful champions, and it is therefore my Great Honor TO GIVE MY COMPLETE AND TOTAL ENDORSEMENT TO BOTH. Either one will never let you down. MAKE AMERICA GREAT AGAIN! 52 ReTruths 230 Likes Apr 21, 2025, 6:22 PM Q 3 9 i)",0.9911,True,False
2025-04-21_09-44-01_1k4dv4q.jpg,"Donald J. Trump @ @realDonaldTrump “Preemptive Cuts” in Interest Rates are being called for by many. With Energy Costs way down, food prices (including Biden's egg disaster!) substantially lower, and most other “things” trending down, there is virtually No Inflation. With these costs trending so nicely downward, just what | predicted they would do, there can almost be no inflation, but there can be a SLOWING of the economy unless Mr. Too Late, a major loser, lowers interest rates, NOW. Europe has already “lowered” seven times. Powell has always been “To Late,” except when it came to the Election period when he lowered in order to help Sleepy Joe Biden, later Kamala, get elected. How did that work out? 99 ReTruths 346 Likes Apr 21, 2025, 9:41 AM Q 3 9 i)",0.549,False,True
2025-04-21_18-31-12_1k4qnze.jpg,"Donald J. Trump @ @realDonaldTrump How can Biden let Millions of Criminals into our Country, totally unchecked and unvetted, with no Legal authority to do so, yet |, in order to make up for this assault to our Nation, am expected to go through a lengthy Legal process, separately, for each and every Criminal Alien. As usual, TWO DIFFERENT STANDARDS, only leading to the Complete and Total Destruction of the U.S.A. MAKE AMERICA GREAT AGAIN! 5ReTruths 37 Likes Apr 21, 2025, 6:30 PM Q 3 9 i)",-0.8535,True,False
2025-04-20_17-34-58_1k3x51k.jpg,"Donald J. Trump @ @realDonaldTrump Since our announcement of LIBERATION DAY, many World Leaders and Business Executives have come to me asking for relief from Tariffs. It's good to see that the World knows we are serious, because WE ARE! They must right the wrongs of decades of abuse, but it won't be easy for them. We must rebuild the Wealth of our Great Country, and create true RECIPROCITY. But for those who want the easiest path: Come to America, and build in America! 646 ReTruths 2.48k Likes Apr 20, 2025, 5:12 PM Q 3 9 i)",0.9747,True,True
2025-04-20_17-29-41_1k3x121.jpg,"Donald J. Trump @ @realDonaldTrump ® Matt Walsh @ Guo @MattWalshBlog The Left’s position is that federal judges have the unilateral authority to overrule anything Trump does and to override any policy he puts in place. This VERY CLEARLY means that the judiciary is a superior and more powerful branch of government. But that is not what the Constitution says. The Constitution says the branches are equal. Which means that judges do not have the authority to override Trump whenever they feel like it. 9:50 AM: Mar 19, 2025 - 247.2K Views 479 ReTruths 1.57k Likes Apr 20, 2025, 5:12 PM Q 3 9 i)",0.9152,True,False
